MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,Education,Marital_Status,Country,Kidhome,Teenhome,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain
912,72,170,47,36,97,11,3,4,Graduation,Single,CA,0,0,0,0,1,0,0,1,0
625,38,242,50,34,76,7,11,11,Graduation,Together,SP,0,1,1,0,0,0,0,0,0
420,0,452,182,64,140,6,6,4,Graduation,Single,ME,0,0,0,0,0,0,0,1,0
6,4,16,3,10,30,3,1,2,Master,Together,SP,1,0,0,0,0,0,0,1,0
209,19,456,160,142,66,2,9,13,PhD,Married,SP,0,0,0,0,0,0,0,0,0
1,2,5,6,0,3,1,0,2,Graduation,Married,SP,0,0,0,0,0,0,0,0,0
1,0,5,0,3,9,0,0,3,2n Cycle,Together,GER,0,0,0,0,0,0,0,0,1
641,7,84,0,30,38,10,4,7,Graduation,Together,SP,0,1,0,1,0,0,0,0,0
12,4,7,1,3,5,1,0,0,Graduation,Married,IND,0,1,0,0,0,0,0,0,0
712,26,538,69,13,80,3,6,11,Master,Single,AUS,0,0,0,1,1,0,0,1,0
712,26,538,69,13,80,3,6,11,Master,Single,IND,0,0,0,1,1,0,0,1,0
465,25,132,136,0,37,8,3,13,Master,Together,SP,0,1,0,0,0,0,0,0,0
39,1,9,2,1,34,2,1,2,PhD,Single,GER,1,0,1,0,0,0,0,1,0
154,2,46,20,4,15,4,2,4,Master,Together,SA,0,0,0,0,0,0,0,0,0
514,22,732,42,198,79,6,7,7,Graduation,Single,SP,0,0,0,0,0,0,0,1,0
14,7,9,6,16,12,2,0,3,Master,Together,SA,1,0,0,0,0,0,0,1,0
565,42,548,64,83,99,5,6,4,Graduation,Married,SP,0,0,0,0,0,0,0,1,0
667,50,850,21,83,83,4,6,5,Master,Divorced,SP,0,0,0,0,0,0,0,1,0
53,0,8,0,0,2,2,0,3,PhD,Married,SP,0,1,0,0,0,0,0,0,0
66,2,40,4,3,14,3,1,3,Master,Married,SP,0,0,0,0,0,0,0,0,0
4,24,11,16,1,25,2,0,4,Graduation,Married,CA,0,0,0,0,0,0,0,0,0
34,3,29,0,4,10,2,1,3,Master,Single,CA,1,0,0,0,0,0,0,1,0
129,129,259,168,121,83,6,3,12,2n Cycle,Married,SP,0,1,0,0,0,0,0,0,0
129,129,259,168,121,83,6,3,12,2n Cycle,Married,SP,0,1,0,0,0,0,0,0,0
185,0,28,3,2,17,3,1,6,Graduation,Married,SP,1,1,0,0,0,0,0,0,0
1023,93,651,49,55,37,5,6,7,PhD,Married,SA,0,0,0,0,0,0,0,0,0
338,4,89,11,8,13,4,2,9,PhD,Single,SP,0,0,0,0,0,0,0,0,0
1,3,3,8,1,13,1,0,3,Basic,Single,CA,1,0,0,0,0,0,0,0,0
647,107,391,175,67,40,6,4,10,Master,Married,GER,0,0,0,0,0,0,0,0,0
163,48,90,0,45,52,3,2,8,Graduation,Single,SP,0,1,0,0,0,0,0,0,0
1,6,7,0,1,3,1,0,2,Basic,Together,SP,1,0,1,0,0,0,0,1,0
19,13,18,10,7,8,1,1,3,2n Cycle,Married,SP,0,1,0,0,0,0,0,0,0
182,74,298,162,149,116,3,3,6,Graduation,Married,SA,0,0,0,0,0,0,0,0,0
56,4,76,17,1,18,4,1,3,2n Cycle,Married,US,1,0,1,0,0,0,0,1,0
1,0,1725,2,1,1,0,28,0,Graduation,Together,SA,0,0,0,0,0,0,0,0,0
779,86,537,34,69,138,5,9,12,Master,Married,SP,0,0,0,0,0,0,0,0,0
32,34,41,73,16,116,4,2,3,Graduation,Together,CA,1,0,0,0,0,0,0,0,0
42,1,18,3,0,4,2,0,3,PhD,Married,IND,1,1,0,0,0,0,0,0,0
42,1,18,3,0,4,2,0,3,PhD,Married,SP,1,1,0,0,0,0,0,0,0
298,27,697,216,24,166,4,6,5,Graduation,Together,SP,0,0,0,0,0,0,0,1,0
10,4,14,4,4,1,1,0,3,Graduation,Single,SP,1,0,0,0,0,0,0,0,0
10,4,14,4,4,1,1,0,3,Graduation,Single,SP,1,0,0,0,0,0,0,0,0
4,1,5,2,0,3,1,0,2,Graduation,Widow,SP,1,0,0,0,0,0,0,0,0
488,23,71,15,0,59,8,3,7,Graduation,Widow,SP,1,1,0,1,0,0,0,1,0
817,185,687,145,55,241,4,6,8,Graduation,Together,SP,0,0,0,0,1,0,0,1,0
19,3,19,3,1,3,2,0,3,PhD,Married,SP,1,0,0,0,0,0,0,0,0
19,3,19,3,1,3,2,0,3,PhD,Married,IND,1,0,0,0,0,0,0,0,0
459,15,171,142,23,31,5,4,12,Graduation,Together,SA,0,1,0,0,0,0,0,0,0
492,5,32,13,5,21,9,1,7,Graduation,Single,CA,0,1,0,1,0,0,0,0,0
558,79,622,207,175,95,4,6,4,Graduation,Married,SP,0,0,0,0,1,0,0,1,0
383,0,53,6,4,40,8,1,6,PhD,Married,SP,0,1,0,0,0,0,0,0,0
209,162,209,41,162,37,4,7,10,2n Cycle,Together,SP,0,1,0,0,0,0,0,0,0
1043,24,97,32,24,157,3,5,10,PhD,Together,SP,0,1,0,0,0,0,0,0,0
400,4,35,6,0,22,9,1,5,Master,Widow,SP,0,1,0,0,0,0,0,0,0
3,1,2,4,3,1,0,0,3,Graduation,Married,SP,0,0,0,0,0,0,0,0,0
691,7,69,0,7,23,2,2,7,2n Cycle,Divorced,US,0,1,0,1,0,0,0,0,0
2,12,10,6,13,30,3,1,2,2n Cycle,Together,CA,0,0,0,0,0,0,0,1,0
783,30,537,140,76,15,4,10,9,Graduation,Married,IND,0,0,0,0,0,0,0,0,0
3,3,14,15,21,10,2,1,2,Graduation,Married,SP,0,0,0,0,0,0,0,1,0
4,16,20,0,17,20,2,0,4,Graduation,Married,SA,1,0,0,0,0,0,0,0,0
43,12,96,78,40,55,4,1,6,Graduation,Widow,SP,0,0,0,0,0,0,0,0,0
10,2,16,11,2,21,1,0,3,Graduation,Married,SP,1,0,0,0,0,0,0,0,0
777,35,731,39,137,114,5,9,11,Graduation,Together,SP,0,0,0,0,1,0,0,1,0
63,0,21,7,0,12,3,0,3,Master,Together,SP,0,1,0,0,0,0,0,0,0
16,7,23,0,8,6,3,0,4,Master,Single,SA,1,0,0,0,0,0,0,0,1
27,2,7,0,2,13,1,0,3,2n Cycle,Married,SP,0,2,0,0,0,0,0,0,0
27,5,8,8,3,12,3,0,4,Graduation,Divorced,SP,0,1,0,0,0,0,0,0,0
71,0,13,3,1,0,1,1,4,PhD,Married,CA,0,1,0,0,0,0,0,0,0
402,35,106,101,77,42,9,2,9,2n Cycle,Together,SP,0,1,0,1,0,0,0,0,0
144,1,32,2,1,7,4,1,4,Graduation,Married,CA,1,1,0,0,0,0,0,0,0
840,53,804,23,71,17,5,4,8,PhD,Single,CA,0,0,0,0,1,1,0,1,0
32,0,8,23,4,18,1,0,4,Graduation,Married,SP,0,0,0,0,0,0,0,0,0
32,0,8,23,4,18,1,0,4,Graduation,Married,SP,0,0,0,0,0,0,0,0,0
32,0,8,23,4,18,1,0,4,Graduation,Married,IND,0,0,0,0,0,0,0,0,0
88,10,46,2,3,64,5,1,2,Master,Single,SP,1,0,0,0,0,0,0,1,0
56,5,24,4,0,3,2,1,3,Graduation,Together,SP,1,1,0,0,0,0,0,0,0
74,0,42,2,1,6,2,1,4,PhD,Married,SP,1,0,0,0,0,0,0,0,0
40,3,30,10,7,11,3,0,3,PhD,Divorced,SP,1,0,0,0,0,0,0,1,0
40,3,30,10,7,11,3,0,3,PhD,Divorced,SP,1,0,0,0,0,0,0,1,0
100,71,243,108,94,219,9,1,8,Master,Widow,SP,0,0,0,0,0,0,0,1,0
8,0,3,0,0,1,1,0,2,PhD,Together,SP,1,1,1,0,0,0,0,0,0
26,3,23,4,7,3,2,0,4,2n Cycle,Married,CA,1,0,0,0,0,0,0,0,0
15,5,14,0,4,11,1,0,3,Graduation,Single,SP,0,0,0,0,0,0,0,0,0
29,1,17,0,3,13,2,1,2,Graduation,Married,SP,1,0,0,0,0,0,0,1,0
162,6,37,6,13,13,1,3,6,Master,Married,SP,0,1,0,0,0,0,0,0,0
1302,68,731,89,114,45,6,7,12,Graduation,Single,CA,0,0,0,1,1,1,0,1,0
6,10,12,3,15,40,3,1,2,Graduation,Single,SA,1,0,1,0,0,0,0,1,0
47,1,6,0,0,12,1,1,3,Master,Married,IND,1,0,0,0,0,0,0,0,0
0,0,0,6,2,6,1,0,2,2n Cycle,Divorced,SP,0,0,0,0,0,0,0,0,0
129,26,67,3,67,2,6,1,5,Graduation,Divorced,GER,1,1,0,0,0,0,0,0,0
16,11,15,2,0,12,1,1,4,Graduation,Single,AUS,1,0,0,0,0,0,0,0,0
520,42,98,0,42,14,6,4,10,Master,Together,US,0,1,0,0,0,0,0,0,0
0,7,5,26,2,17,2,0,3,2n Cycle,Married,GER,1,0,0,0,0,0,0,0,0
71,0,18,0,0,13,3,1,2,PhD,Together,SP,1,0,0,0,0,0,0,0,0
918,57,842,99,38,133,5,8,6,Master,Single,SP,0,0,0,0,0,1,0,1,0
5,4,5,4,2,10,0,1,2,2n Cycle,Together,GER,0,0,0,0,0,0,0,0,0
172,10,125,21,13,16,7,2,4,Graduation,Married,SP,1,0,0,0,0,0,0,1,0
931,56,253,91,98,14,9,5,7,Graduation,Together,CA,0,1,0,0,0,0,0,0,0
666,35,124,69,8,26,5,3,5,PhD,Married,SP,0,1,0,0,0,0,0,0,0
5,3,4,4,1,0,1,0,2,Graduation,Married,SA,1,0,0,0,0,0,0,0,0
27,1,14,4,1,21,2,0,3,Graduation,Married,SA,0,1,0,0,0,0,0,0,0
24,1,10,2,0,4,2,0,3,Graduation,Married,SA,1,1,0,0,0,0,0,0,0
4,1,11,0,0,1,1,0,2,Graduation,Single,SP,1,0,0,0,0,0,0,0,0
25,1,13,0,0,3,1,0,3,PhD,Together,AUS,1,0,0,0,0,0,0,0,0
25,1,13,0,0,3,1,0,3,PhD,Together,AUS,1,0,0,0,0,0,0,0,0
391,32,70,21,32,16,6,2,9,2n Cycle,Married,SP,1,0,0,1,0,0,0,0,0
81,0,6,0,0,6,2,1,3,PhD,Together,IND,1,1,0,0,0,0,0,0,0
14,2,30,8,2,3,2,0,4,Master,Single,SP,1,0,0,0,0,0,0,0,0
674,168,108,192,42,231,5,11,6,Graduation,Married,SA,0,0,0,0,1,1,0,1,0
267,42,309,55,42,21,7,4,9,PhD,Married,CA,1,1,0,0,0,0,0,1,0
224,2,25,7,0,110,5,3,3,Graduation,Single,IND,0,1,0,0,0,0,0,0,0
1239,17,413,23,34,17,5,6,5,PhD,Together,SP,0,0,0,1,1,0,0,1,0
412,22,132,59,28,183,11,6,8,Graduation,Together,AUS,0,0,0,0,1,0,0,0,0
1205,0,235,19,14,205,6,3,13,Master,Married,SP,0,1,0,0,0,0,0,0,0
304,98,230,150,74,74,6,3,13,Graduation,Together,SA,0,0,0,0,0,0,0,0,0
76,3,31,4,4,27,3,1,3,Graduation,Single,CA,1,0,0,0,0,0,0,0,0
1004,12,145,32,12,36,10,3,5,PhD,Married,SP,0,1,0,0,0,1,0,1,0
584,44,212,46,8,177,11,4,8,2n Cycle,Divorced,CA,0,1,0,0,0,0,0,0,0
422,7,238,69,46,15,7,2,12,PhD,Married,AUS,0,1,0,0,0,0,0,0,0
1170,48,320,42,32,192,11,4,9,Graduation,Divorced,SA,0,1,1,0,0,0,0,1,0
269,129,495,182,43,29,9,3,4,Graduation,Married,IND,0,1,0,0,0,0,0,0,0
26,0,8,0,0,3,2,0,3,Master,Married,SA,1,1,0,0,0,0,0,0,0
28,0,9,3,0,0,1,0,3,2n Cycle,Married,CA,0,1,0,0,0,0,0,0,0
613,22,319,33,102,12,4,6,9,Graduation,Together,SA,0,0,0,0,0,0,0,0,0
163,23,424,27,65,76,3,10,13,Graduation,Divorced,GER,0,0,0,0,0,0,0,0,0
163,23,424,27,65,76,3,10,13,Graduation,Divorced,SA,0,0,0,0,0,0,0,1,0
1,6,2,3,6,3,1,0,3,Basic,Single,SP,1,0,0,0,0,0,0,0,0
22,1,11,0,5,3,1,0,3,PhD,Married,SP,1,0,0,0,0,0,0,0,0
279,172,74,38,8,246,2,10,10,2n Cycle,Single,GER,0,0,0,0,0,0,0,0,0
2,0,8,2,2,3,1,0,2,Graduation,Married,SP,1,0,0,0,0,0,0,1,0
113,61,204,34,26,47,7,1,7,Master,Together,SP,0,0,0,0,0,0,0,0,0
70,54,109,80,9,45,4,1,7,2n Cycle,Married,SP,0,1,0,0,0,0,0,0,0
267,140,599,34,12,127,7,5,7,Graduation,Divorced,SA,0,0,0,0,0,0,0,1,0
261,23,73,4,23,50,6,3,5,Graduation,Married,SP,0,1,0,0,0,0,0,0,0
856,61,570,40,25,122,7,6,8,Graduation,Together,SP,0,0,0,0,1,0,0,1,0
454,194,106,31,22,43,5,4,4,Master,Married,CA,0,0,0,0,0,0,0,0,0
8,8,22,24,11,9,1,1,4,2n Cycle,Together,SP,0,0,0,0,0,0,0,0,0
546,91,410,119,0,22,3,4,10,Graduation,Married,SP,0,0,0,0,0,0,0,0,0
96,1,42,12,3,32,3,1,4,Graduation,Married,SP,1,1,0,0,0,0,0,0,0
452,18,102,16,18,6,4,2,12,Graduation,Together,AUS,1,1,0,0,0,0,0,0,0
20,0,14,7,3,1,2,0,4,Graduation,Married,SP,1,1,0,0,0,0,0,0,0
658,80,483,123,13,13,3,2,5,Graduation,Married,SP,0,0,0,0,0,0,0,0,0
451,0,39,0,4,24,7,1,8,Master,Married,SP,0,1,0,0,0,0,0,0,0
395,183,565,166,141,28,5,11,5,Graduation,Widow,SA,0,0,0,0,0,0,0,0,0
688,14,309,201,24,38,11,10,10,2n Cycle,Single,GER,0,1,1,0,0,1,0,1,0
1035,134,670,25,38,0,6,3,10,Master,Married,SP,0,0,0,0,1,1,0,0,0
464,151,292,65,60,30,8,3,4,Graduation,Divorced,SP,0,0,0,0,1,0,0,1,0
365,32,117,34,110,6,3,3,13,PhD,Single,US,0,0,0,0,0,0,0,0,0
181,21,69,39,3,96,3,3,6,Graduation,Together,SA,0,0,0,0,0,0,0,0,0
6,6,15,10,5,2,2,0,3,Graduation,Married,US,1,0,0,0,0,0,0,0,0
331,197,170,58,152,35,2,8,13,PhD,Married,CA,0,0,0,0,0,0,0,0,0
3,1,10,3,2,12,2,0,3,Master,Married,AUS,1,0,0,0,0,0,0,0,0
256,34,103,90,29,49,3,3,10,Graduation,Married,SP,0,1,0,0,0,0,0,0,0
836,185,575,24,25,77,6,3,9,Graduation,Single,SA,0,0,1,0,0,0,0,1,0
2,6,28,13,4,16,2,0,3,Graduation,Married,SP,0,0,0,0,0,0,0,0,0
14,0,24,3,3,2,3,0,2,PhD,Together,US,1,0,0,0,0,0,0,1,0
14,0,24,3,3,2,3,0,2,PhD,Together,SP,1,0,0,0,0,0,0,0,0
233,0,23,0,0,12,5,1,5,PhD,Together,SA,0,1,0,0,0,0,0,0,0
5,1,3,3,263,362,27,0,0,Graduation,Single,AUS,1,0,0,0,0,0,0,0,0
378,0,101,0,0,72,6,4,6,PhD,Married,CA,1,0,0,0,0,0,0,0,0
12,0,4,0,0,1,1,0,2,Graduation,Together,SP,1,1,0,0,0,0,0,0,0
345,25,501,63,138,80,5,3,8,2n Cycle,Divorced,AUS,0,0,0,0,1,0,0,1,0
10,4,4,3,3,14,1,1,3,Graduation,Married,SP,1,1,0,0,0,0,0,0,0
19,3,26,10,9,3,2,0,4,PhD,Single,SP,1,0,0,0,0,0,0,1,0
7,0,12,13,7,32,4,1,2,Graduation,Married,AUS,1,0,1,0,0,0,0,1,0
2,1,1,1,0,1,0,0,0,Graduation,Divorced,SA,0,0,0,0,0,0,0,0,0
30,0,11,0,0,3,2,0,4,Master,Married,SP,1,1,0,0,0,0,0,0,0
9,0,3,0,0,1,0,0,3,PhD,Married,CA,1,1,0,0,0,0,0,0,0
172,3,115,16,0,18,6,1,5,PhD,Single,SP,1,0,0,0,0,0,0,1,0
279,0,18,0,0,9,3,1,8,Graduation,Married,SP,0,1,0,1,0,0,0,0,0
881,38,319,16,25,12,4,5,10,PhD,Together,SP,0,0,0,0,0,0,0,0,0
19,0,9,0,0,2,1,0,3,Master,Married,SP,1,1,0,0,0,0,0,0,0
305,3,27,4,3,144,5,4,4,Graduation,Single,SP,0,1,1,0,0,0,0,0,0
6,4,7,4,3,8,1,0,3,2n Cycle,Divorced,SA,1,0,0,0,0,0,0,0,0
778,178,689,41,27,44,8,5,11,Graduation,Married,GER,0,0,0,1,1,1,0,1,0
69,8,26,12,7,12,3,0,4,Graduation,Together,CA,0,1,0,0,0,0,0,0,0
69,8,26,12,7,12,3,0,4,Graduation,Together,SP,0,1,0,0,0,0,0,0,0
79,7,58,6,3,18,3,1,4,Master,Divorced,SA,1,1,0,0,0,0,0,1,0
344,189,482,50,33,172,5,6,5,Graduation,Married,IND,0,0,0,0,0,0,0,0,0
1184,102,673,52,40,40,7,4,10,Master,Married,SP,0,0,0,0,1,0,0,1,0
490,0,184,10,28,21,7,4,9,Graduation,Married,IND,1,1,0,0,0,0,0,0,0
1349,16,249,43,16,33,10,6,9,PhD,Married,CA,0,0,0,0,0,0,0,0,0
153,4,56,0,9,31,5,1,4,Graduation,Single,SP,1,1,0,0,0,0,0,0,0
84,5,38,150,12,28,4,1,6,Graduation,Together,US,0,0,0,0,0,0,0,0,0
84,5,38,150,12,28,4,1,6,Graduation,Together,SA,0,0,0,0,0,0,0,0,0
1000,155,379,224,17,120,4,8,4,Graduation,Single,SP,0,0,0,0,0,0,0,0,0
14,0,6,0,0,0,2,0,3,PhD,Married,AUS,1,0,0,0,0,0,0,0,0
52,0,9,0,0,1,1,0,4,PhD,Single,SP,1,1,0,0,0,0,0,0,0
52,0,9,0,0,1,1,0,4,PhD,Single,SP,1,1,0,0,0,0,0,0,0
301,11,61,4,7,11,8,2,4,Graduation,Married,CA,0,1,0,0,0,0,0,0,0
15,0,2,0,0,6,1,0,2,Graduation,Married,SP,1,1,1,0,0,0,0,0,0
519,50,167,130,0,41,8,3,11,Master,Married,CA,0,1,0,1,0,0,0,0,0
238,115,215,169,69,76,5,3,13,Graduation,Married,SA,1,0,0,0,0,0,0,0,0
620,26,195,34,17,141,6,4,13,Master,Married,IND,0,0,0,0,0,0,0,0,0
620,26,195,34,17,141,6,4,13,Master,Married,SP,0,0,0,0,0,0,0,0,0
572,19,286,50,38,248,6,3,5,Graduation,Married,CA,0,1,0,0,0,0,0,0,0
380,98,733,110,112,28,8,8,5,Graduation,Together,SP,0,0,0,0,1,0,0,1,0
443,5,71,21,16,82,8,2,7,Graduation,Divorced,SA,0,1,0,0,0,0,0,0,0
620,16,165,0,24,82,5,5,12,Graduation,Together,CA,0,1,0,0,0,0,0,0,0
620,16,165,0,24,82,5,5,12,Graduation,Together,SP,0,1,0,0,0,0,0,0,0
252,98,827,219,70,196,4,5,12,Graduation,Together,IND,0,0,0,0,0,0,0,0,0
796,14,590,38,44,0,4,5,13,PhD,Together,CA,0,0,0,1,0,0,0,0,0
410,0,59,19,9,44,7,1,8,Master,Together,SA,1,1,0,0,0,0,0,0,0
1,2,7,4,3,11,0,1,2,Graduation,Together,SP,1,0,0,0,0,0,0,0,0
507,19,364,25,47,9,9,5,10,Graduation,Married,SP,0,1,0,0,0,0,0,0,0
125,17,52,3,19,30,5,1,4,Graduation,Single,SP,1,0,1,0,0,0,0,1,0
55,16,1622,17,3,4,0,28,1,PhD,Married,US,0,0,0,0,0,0,0,0,0
327,9,125,25,4,139,7,1,8,Master,Married,CA,1,0,1,0,0,0,0,0,0
15,0,6,0,1,12,1,1,2,PhD,Married,SP,1,0,1,0,0,0,0,1,0
397,19,69,12,0,9,4,4,8,PhD,Married,SP,0,1,0,0,0,0,0,0,0
397,19,69,12,0,9,4,4,8,PhD,Married,SA,0,1,0,0,0,0,0,0,0
760,38,104,50,9,38,7,3,4,Graduation,Married,SP,0,0,0,1,0,0,0,0,0
29,1,9,2,0,2,2,0,3,Graduation,Divorced,SP,0,1,0,0,0,0,0,0,0
105,0,9,2,1,4,2,1,4,PhD,Married,SP,1,1,0,0,0,0,0,0,0
1126,28,211,37,28,42,4,3,4,Graduation,Divorced,AUS,1,1,0,1,1,1,0,0,0
280,0,18,0,0,24,5,1,6,Master,Together,US,0,1,0,1,0,0,0,0,0
39,1,22,3,4,12,2,0,4,Graduation,Married,GER,1,1,0,0,0,0,0,0,0
68,7,59,10,5,11,3,1,4,PhD,Single,SP,1,0,0,0,0,0,0,0,0
108,1,28,13,1,4,3,1,4,PhD,Together,SP,0,1,0,0,0,0,0,0,0
108,1,28,13,1,4,3,1,4,PhD,Together,SA,0,1,0,0,0,0,0,0,0
16,1,2,0,0,1,1,0,3,PhD,Single,SP,1,0,0,0,0,0,0,0,0
641,7,56,0,0,28,10,4,6,Graduation,Divorced,SP,0,1,0,1,0,1,0,0,0
8,0,5,7,0,2,1,0,2,2n Cycle,Single,SA,0,1,0,0,0,0,0,0,0
25,0,8,0,1,4,2,0,2,PhD,Together,CA,1,0,0,0,0,0,0,0,0
102,9,49,24,3,12,2,1,6,PhD,Married,SA,0,0,0,0,0,0,0,0,0
3,0,5,13,0,1,1,0,3,Graduation,Together,CA,1,0,0,0,0,0,0,0,0
1000,19,711,125,115,38,4,6,9,Master,Single,SP,0,0,0,1,0,0,0,0,0
1000,19,711,125,115,38,4,6,9,Master,Single,SP,0,0,0,1,0,0,0,0,0
820,57,242,45,0,11,8,3,6,Master,Married,SP,0,1,0,0,0,0,0,0,0
86,12,75,33,15,6,4,1,5,Graduation,Married,SP,0,1,0,0,0,0,0,0,0
86,12,75,33,15,6,4,1,5,Graduation,Married,SA,0,1,0,0,0,0,0,0,0
1074,0,69,0,0,46,10,4,13,Graduation,Married,SP,0,0,1,0,1,1,1,1,0
13,6,7,0,3,3,1,0,3,Graduation,Widow,SP,0,1,0,0,0,0,0,0,0
217,77,373,111,23,93,3,6,12,Graduation,Married,SA,0,0,0,0,0,0,0,0,0
352,0,27,10,0,15,6,1,7,PhD,Married,CA,0,1,0,0,0,0,0,0,0
352,0,27,10,0,15,6,1,7,PhD,Married,SP,0,1,0,0,0,0,0,0,0
9,14,18,8,1,12,3,1,3,Graduation,Together,SA,1,0,0,0,0,0,0,0,0
240,90,216,63,6,24,4,4,10,Graduation,Single,US,0,1,0,0,0,0,0,0,0
2,8,10,12,14,23,2,1,3,Basic,Single,CA,1,0,0,0,0,0,0,0,0
3,18,26,11,8,12,2,0,4,Graduation,Married,GER,1,0,0,0,0,0,0,0,0
3,9,15,13,2,39,1,1,2,Graduation,Single,SP,0,0,1,0,0,0,0,1,0
412,5,119,38,29,77,3,3,12,Graduation,Married,SP,0,1,0,0,0,0,0,0,0
124,83,267,85,59,35,5,2,11,PhD,Single,SP,0,0,0,0,0,0,0,1,0
124,83,267,85,59,35,5,2,11,PhD,Single,AUS,0,0,0,0,0,0,0,1,0
736,114,279,82,76,190,5,6,8,Graduation,Together,SP,0,1,0,0,0,0,0,0,0
1006,22,115,59,68,45,7,6,12,PhD,Single,US,0,0,0,0,1,1,0,1,0
1006,22,115,59,68,45,7,6,12,PhD,Single,SA,0,0,0,0,1,1,0,1,0
8,4,5,15,2,11,1,0,3,Basic,Married,SP,0,1,0,0,0,0,0,0,0
217,38,350,111,85,15,4,7,10,Master,Married,SP,0,1,0,0,0,0,0,0,0
23,2,17,2,1,0,2,0,3,Master,Divorced,IND,1,1,0,0,0,0,0,0,0
11,0,5,2,1,1,1,0,3,Graduation,Married,SP,1,0,0,0,0,0,0,0,0
22,1,9,0,0,14,1,1,2,PhD,Married,SP,1,1,0,0,0,0,0,0,0
580,6,58,8,0,27,7,6,6,PhD,Single,IND,0,1,1,0,0,0,0,0,0
10,0,10,3,1,7,1,1,2,Graduation,Married,IND,1,1,0,0,0,0,0,0,0
10,0,10,3,1,7,1,1,2,Graduation,Married,SA,1,1,0,0,0,0,0,1,0
112,19,21,16,14,5,4,1,4,Master,Divorced,AUS,1,0,0,0,0,0,0,0,0
112,19,21,16,14,5,4,1,4,Master,Divorced,US,1,0,0,0,0,0,0,0,0
11,0,4,0,0,2,1,0,2,PhD,Single,SA,2,1,0,0,0,0,0,0,0
2,5,9,28,6,28,2,1,3,2n Cycle,Together,SP,1,0,1,0,0,0,0,0,0
8,0,3,0,0,0,0,0,3,PhD,Divorced,AUS,1,1,0,0,0,0,0,0,0
88,39,54,64,28,153,3,5,3,Master,Married,SP,0,0,1,0,0,0,0,1,0
182,4,33,0,0,66,4,1,5,Master,Widow,SA,0,1,0,0,0,0,0,0,0
227,23,389,42,21,75,4,5,7,Graduation,Together,SP,0,0,0,0,0,0,0,0,0
227,23,389,42,21,75,4,5,7,Graduation,Together,SP,0,0,0,0,0,0,0,0,0
290,59,177,77,5,29,4,6,8,Graduation,Together,CA,0,1,0,0,0,0,0,0,1
284,16,160,84,16,134,7,4,6,2n Cycle,Together,SA,0,1,0,0,0,0,0,0,0
173,2,39,3,2,47,5,1,4,Master,Married,GER,0,1,0,0,0,0,0,0,0
656,38,161,62,47,37,8,9,7,Graduation,Married,SP,0,1,0,0,0,0,0,0,0
656,38,161,62,47,37,8,9,7,Graduation,Married,AUS,0,1,0,0,0,0,0,0,0
953,0,71,0,0,174,10,5,10,PhD,Widow,SA,0,1,0,0,0,0,0,1,0
953,0,71,0,0,174,10,5,10,PhD,Widow,SP,0,1,0,0,0,0,0,0,0
3,18,14,15,22,50,3,1,3,2n Cycle,Married,AUS,0,0,0,0,0,0,0,1,0
8,0,8,0,0,2,1,0,2,Master,Married,SP,1,1,0,0,0,0,0,0,0
18,3,17,3,0,4,2,0,3,Graduation,Married,AUS,1,0,0,0,0,0,0,0,0
37,5,56,12,8,5,3,0,4,Master,Together,GER,1,0,0,0,0,0,0,0,0
163,0,480,0,126,75,6,5,8,Master,Married,SP,1,0,0,1,1,1,0,1,0
69,2,15,2,2,6,2,0,4,Graduation,Married,SA,1,1,0,0,0,0,0,0,0
56,7,48,10,2,18,3,0,4,Graduation,Single,IND,0,0,0,0,0,0,0,0,0
38,0,2,0,0,6,1,0,3,PhD,Together,SA,1,1,1,0,0,0,1,0,0
38,0,2,0,0,6,1,0,3,PhD,Together,CA,1,1,1,0,0,0,1,0,0
8,2,4,0,0,1,0,0,3,Master,Married,SP,0,1,0,0,0,0,0,0,0
626,0,70,0,7,28,9,3,8,Graduation,Married,CA,0,1,0,1,0,1,0,0,0
112,0,6,2,1,14,3,1,3,PhD,Widow,SP,0,1,0,0,0,0,0,0,0
547,99,812,151,82,33,4,6,5,Graduation,Married,CA,0,0,0,0,1,1,0,0,0
507,93,520,242,40,26,5,10,5,Graduation,Married,AUS,0,0,0,0,0,1,0,1,0
35,1,16,0,1,1,2,0,3,Master,Married,CA,1,1,0,0,0,0,0,0,0
795,0,545,95,58,0,8,4,10,Graduation,Together,SP,0,0,0,0,0,1,0,0,0
56,0,9,0,0,3,2,0,3,Master,Divorced,SP,1,1,0,0,0,0,0,0,0
895,10,101,13,0,152,3,4,8,Graduation,Married,GER,0,1,0,0,0,0,0,0,0
899,0,101,0,0,20,6,6,13,PhD,Single,SP,0,1,0,0,0,1,0,0,0
178,4,26,8,4,44,4,1,5,Graduation,Single,AUS,1,1,0,0,0,0,0,0,0
14,0,3,0,0,3,1,0,2,PhD,Together,SP,0,1,0,0,0,0,0,0,0
265,199,303,234,9,170,10,2,12,Graduation,Single,IND,0,1,0,0,0,0,0,0,0
265,199,303,234,9,170,10,2,12,Graduation,Single,CA,0,1,0,0,0,0,0,0,0
349,16,144,28,5,182,8,5,4,2n Cycle,Married,SP,1,1,1,0,0,1,0,1,0
